ID	adj.P.Val	P.Value	t	B	logFC	GenBank.Accession	Gene.symbol	Gene.title
A_23_P71774	3.37596527227091e-06	1.15595779740963e-07	5.549396778403	7.27149985281584	2.75783353730476	NM_002176	IFNB1	interferon beta 1
A_32_P11670	3.49851210674045e-06	1.21210183384434e-07	5.53950997868385	7.22608043486004	1.35788768964524	NM_015204	THSD7A	thrombospondin type 1 domain containing 7A
A_23_P201459	3.54840731756216e-06	1.23602799567061e-07	5.53543188609492	7.20736179262864	2.36598053701587	NM_022873	IFI6	interferon alpha inducible protein 6
A_23_P26583	3.89907833479505e-06	1.39222399767372e-07	5.51056452163276	7.09342078906232	1.35768031632222	NM_032206	NLRC5	NLR family CARD domain containing 5
A_23_P873	4.19092456239585e-06	1.51932486357695e-07	5.49226331351688	7.00978735345932	1.83453256083095	BC031655	THEMIS2	thymocyte selection associated family member 2
A_23_P111804	4.23560079487773e-06	1.54540584713473e-07	5.48869335397747	6.99349522806176	1.1570456227381	NM_022750	PARP12	poly(ADP-ribose) polymerase family member 12
A_23_P204087	4.25270399442592e-06	1.55297233213982e-07	5.48766865599506	6.98882017020815	2.00233160416826	NM_016817	OAS2	2'-5'-oligoadenylate synthetase 2
A_23_P250358	4.35388105149382e-06	1.60078141382456e-07	5.48130458750609	6.95979816715764	1.62584521613889	NM_017912	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
A_32_P97780	4.55397230769486e-06	1.70133122045045e-07	5.46850429206503	6.90149443366734	1.38889985598889			
A_23_P24004	4.60180817398579e-06	1.7321178987747e-07	5.46473244500472	6.88433184056964	2.75966590069207	NM_001547	IFIT2	interferon induced protein with tetratricopeptide repeats 2
A_23_P122655	4.73782672140323e-06	1.79365754195389e-07	5.45738505686729	6.85092304760031	1.1260035373	AK023806	LCAL1	lung cancer associated lncRNA 1
A_24_P395966	4.90264271504721e-06	1.86675609039593e-07	5.44897071368815	6.81270043353007	1.96010892986508	NM_030776	ZBP1	Z-DNA binding protein 1
A_23_P20814	5.33318445400167e-06	2.06229105403127e-07	5.42795128198458	6.71739461131934	2.03252510673968	NM_014314	DDX58	DEXD/H-box helicase 58
A_24_P931744	5.61290791508468e-06	2.19215114646924e-07	-5.41504054855373	6.65898010478992	-1.08156283240794	AK074635	STBD1	starch binding domain 1
A_32_P132206	5.704712801827e-06	2.23620045276968e-07	5.41083009506417	6.63995057287088	1.7978301012992	NM_017414	USP18	ubiquitin specific peptidase 18
A_24_P334361	5.75734145602644e-06	2.26401209219738e-07	5.40821317573862	6.62812828506257	1.54925823466429	NM_017631	DDX60	DEXD/H-box helicase 60
A_24_P16124	6.1868917150382e-06	2.46379789818311e-07	5.39028738378688	6.54725178868165	1.55644714957936	NR_001590	IFITM4P	interferon induced transmembrane protein 4 pseudogene
A_23_P132159	6.81356930931266e-06	2.76860348957944e-07	5.36550043296899	6.43572434553269	1.79233510891428	NM_017414	USP18	ubiquitin specific peptidase 18
A_23_P328621	7.05842593396711e-06	2.88570692594595e-07	5.35667924518269	6.39611957203473	1.0145199159754	NM_145053	UBQLNL	ubiquilin-like
A_23_P216225	7.12374558162017e-06	2.93086971386937e-07	5.35337013976017	6.38127419886786	1.23268863970476	NM_004430	EGR3	early growth response 3
A_23_P157117	7.24240463026078e-06	2.99931809928784e-07	5.34844843236539	6.35920608456104	1.16728571816508	NM_182898	CREB5	cAMP responsive element binding protein 5
A_24_P7040	7.40868419730401e-06	3.08666295181905e-07	5.34232457940661	6.33176738061962	1.53824296849206			
A_32_P167592	7.65451811297184e-06	3.21056751861638e-07	5.33392109281052	6.29414996245825	1.21362181048413			
A_32_P51082	8.42104613337072e-06	3.60031668158922e-07	5.30940897568273	6.18465883399377	1.51450508980476			
A_23_P42353	8.76465634605711e-06	3.78769152174582e-07	5.29853147601924	6.13618351460443	1.27896074061984	NM_016135	ETV7	ETS variant 7
A_23_P87545	9.16192995125102e-06	3.98282669162813e-07	5.287746993252	6.08819118778864	1.22909313906349	NM_021034	IFITM3	interferon induced transmembrane protein 3
A_24_P85775	1.00483734804364e-05	4.46218350208669e-07	5.26329691307098	5.97963844635613	1.41203478111984	NM_001039477	THEMIS2	thymocyte selection associated family member 2
A_24_P254933	1.02901349336064e-05	4.59200520472473e-07	5.25711538279455	5.95224968324729	1.39943161737301			
A_24_P154037	1.04640001809982e-05	4.68917212713829e-07	5.2525990599973	5.9322532978627	1.20920533764921	NM_003749	IRS2	insulin receptor substrate 2
A_24_P304071	1.15373745540727e-05	5.27811409574473e-07	5.2270331999552	5.81928612556603	2.7184720571627	NM_001547	IFIT2	interferon induced protein with tetratricopeptide repeats 2
A_23_P373619	1.17445755886181e-05	5.38755439887025e-07	5.22259027243542	5.79969385281171	2.89512956195794	NM_172139	IFNL3	interferon lambda 3
A_32_P38125	1.17763572466409e-05	5.42416803981932e-07	5.22112346296298	5.79322814359401	1.12968463821587	BC068441	IL1RN	interleukin 1 receptor antagonist
A_32_P350897	1.22689093697129e-05	5.71990504497481e-07	5.20961710588976	5.74255246315584	1.1276292816754	NM_015204	THSD7A	thrombospondin type 1 domain containing 7A
A_24_P15502	1.24223599360311e-05	5.79919319681872e-07	5.20663060479284	5.72941237539598	1.33653779904762			
A_23_P370682	1.24406596324317e-05	5.8116157200183e-07	5.20616629595353	5.72736997488729	1.65234535998492	NM_138456	BATF2	basic leucine zipper ATF-like transcription factor 2
A_23_P337800	1.25461574010607e-05	5.86872364162255e-07	5.20404415672544	5.71803675245989	2.41907271497143	NM_172140	IFNL1	interferon lambda 1
A_23_P14174	1.2995911720094e-05	6.13989654658756e-07	5.19423390390034	5.67492597333477	2.27373680721905	NM_006573	TNFSF13B	tumor necrosis factor superfamily member 13b
A_23_P18452	1.31767033297448e-05	6.24585681891419e-07	5.1905146824882	5.65859704198372	2.45111085519921	NM_002416	CXCL9	C-X-C motif chemokine ligand 9
A_24_P185044	1.31979435090076e-05	6.26415630420982e-07	5.18987858932426	5.6558051570472	1.22545941469365	NM_152649	MLKL	mixed lineage kinase domain like
A_24_P287043	1.33597675123607e-05	6.36596025786235e-07	5.18637253377264	5.64042103023615	1.21802719933333	NM_006435	IFITM2	interferon induced transmembrane protein 2
A_23_P59005	1.39170975451349e-05	6.69228939863351e-07	5.17549060707957	5.59271943906749	1.25423003692064	NM_000593	TAP1	transporter 1, ATP binding cassette subfamily B member
A_24_P402261	1.39555218893036e-05	6.72013797805034e-07	5.17458599423476	5.58875721184739	1.1415085027254	NM_001113756	TYMP	thymidine phosphorylase
A_23_P29773	1.39555218893036e-05	6.72382240901053e-07	5.17446658506498	5.58823423336245	1.90297278794603	NM_014398	LAMP3	lysosomal associated membrane protein 3
A_24_P343929	1.40836256864632e-05	6.79871910769486e-07	5.17205294470126	5.57766500519319	2.01354183883095	NM_016817	OAS2	2'-5'-oligoadenylate synthetase 2
A_23_P68155	1.49293757442776e-05	7.33269928500867e-07	5.15555886123389	5.50553187849756	1.48857739486508	NM_022168	IFIH1	interferon induced with helicase C domain 1
A_23_P127948	1.50740601821926e-05	7.42256557447907e-07	5.15289836016505	5.49391212381701	1.01211817559524	NM_001124	ADM	adrenomedullin
A_23_P61050	1.55799632165195e-05	7.74305552167935e-07	5.14365872157557	5.45359110840767	1.19139532091111	NM_152649	MLKL	mixed lineage kinase domain like
A_23_P30069	1.61734764395279e-05	8.19088961792287e-07	5.13135208369551	5.39996606114949	1.5566773938754	NM_001012967	DDX60L	DEAD-box helicase 60-like
A_23_P402892	1.61994679182318e-05	8.20910448970175e-07	5.13086548831884	5.39784764945003	1.17568629553095	NM_032206	NLRC5	NLR family CARD domain containing 5
A_23_P120002	1.67510171359948e-05	8.56163223424744e-07	5.12164912291939	5.35775093694201	1.20070704765873	NM_004510	SP110	SP110 nuclear body protein
A_24_P274270	1.69506442010112e-05	8.72191440785497e-07	5.11758011552023	5.34006470602565	1.69355441709921	NM_139266	STAT1	signal transducer and activator of transcription 1
A_24_P913546	1.71953215805515e-05	8.90143568893737e-07	5.1131080939747	5.3206383387838	1.05317433585794			
A_23_P259141	1.73656149748526e-05	9.00583706089744e-07	5.11054750990944	5.30952068525722	2.27967437941587	NM_030776	ZBP1	Z-DNA binding protein 1
A_24_P868905	1.76135976624026e-05	9.17289054049721e-07	5.10650970160405	5.2919972545198	1.34146405140476			
A_23_P5903	1.82559518757362e-05	9.60420083399352e-07	5.09640614064274	5.24819291889542	1.45193315103254	NM_016354	SLCO4A1	solute carrier organic anion transporter family member 4A1
A_24_P933828	1.83153193121229e-05	9.6582795262419e-07	5.09517056578607	5.24284030879799	1.50799447147857			
A_32_P15128	1.94767751499038e-05	1.03740081566831e-06	5.07942228069317	5.17469906728655	1.72431681211429	BQ213856		
A_24_P935819	1.95199482114303e-05	1.04091781088177e-06	5.07867591026928	5.17147335794264	1.47993727513413	BC016934	SOD2	superoxide dismutase 2, mitochondrial
A_32_P754872	2.09839008716486e-05	1.14319627101912e-06	5.05797802109898	5.08215583854952	1.24513746319921	AK096675	LOC105375030	uncharacterized LOC105375030
A_32_P54553	2.10360329972901e-05	1.14800442028433e-06	5.05704985275524	5.07815667117891	1.66754536005238			
A_23_P56630	2.16966227347745e-05	1.18879116053884e-06	5.04932484055543	5.04489270507082	1.22622376934365	NM_007315	STAT1	signal transducer and activator of transcription 1
A_24_P200420	2.254300192753e-05	1.25203749751866e-06	5.03784070806611	4.99550977707528	1.16871590268809	NM_014331	SLC7A11	solute carrier family 7 member 11
A_32_P204980	2.31985784650563e-05	1.29857636650688e-06	5.02974452288363	4.96074419871718	1.12640985260635	NM_153230	FBXO39	F-box protein 39
A_23_P6535	2.39394764077257e-05	1.34900782326879e-06	5.02128319004231	4.92445388453026	1.99586918364841	NM_138433	KLHDC7B	kelch domain containing 7B
A_23_P74290	2.49033670746611e-05	1.41574946758684e-06	5.01054554083667	4.87846426668635	1.46119584875635	NM_052942	GBP5	guanylate binding protein 5
A_23_P386478	2.49850039402097e-05	1.42116965063593e-06	5.00969521492433	4.87482534941551	1.95757005744127	NM_024873	TNIP3	TNFAIP3 interacting protein 3
A_32_P44394	2.574987730735e-05	1.47913038326438e-06	5.00079403948668	4.83676021732238	2.64867495235952	NM_004833	AIM2	absent in melanoma 2
A_24_P923854	2.60993604676137e-05	1.50978618727737e-06	4.99622209228152	4.81722777364029	1.01575361206667	AF113674		
A_24_P54390	3.12487655974901e-05	1.88094850362417e-06	4.94705672733942	4.60800431955712	1.73986074888016	NM_170672	RASGRP3	RAS guanyl releasing protein 3
A_23_P203629	3.20970261989066e-05	1.94882308944619e-06	4.93909707586016	4.57427410216768	1.29023548721746	NM_173042	IL18BP	interleukin 18 binding protein
A_24_P175187	3.24167103690134e-05	1.98440772302907e-06	4.93503084042131	4.55705816097883	1.12868872364841	NM_017654	SAMD9	sterile alpha motif domain containing 9
A_23_P318800	3.2661673783599e-05	2.00245893468537e-06	4.93299508891073	4.5484429398194	1.1888726663119	NM_001050	SSTR2	somatostatin receptor 2
A_23_P355244	3.33843125946905e-05	2.05705392633864e-06	4.92694460061623	4.52285288305912	1.14141474239683	NM_017654	SAMD9	sterile alpha motif domain containing 9
A_23_P145874	3.33843125946905e-05	2.05717409446186e-06	4.92693145548061	4.52279731181772	1.5419102049873	NM_152703	SAMD9L	sterile alpha motif domain containing 9 like
A_23_P247	3.39443976080564e-05	2.09274562856293e-06	4.92307265825763	4.50648889371884	1.28364984329444			
A_23_P151851	3.51801680139583e-05	2.19416646483664e-06	4.9124098581831	4.46147350090398	1.16942432398413	NM_014080	DUOX2	dual oxidase 2
A_23_P126089	3.54214761945435e-05	2.21363514809197e-06	4.91041781069183	4.4530715726692	1.09448040609365	NR_003062	SPRR2C	small proline rich protein 2C (pseudogene)
A_23_P154488	3.61644996299073e-05	2.27890115182404e-06	4.90386146440334	4.42543632721469	1.02943978215873	NM_033109	PNPT1	polyribonucleotide nucleotidyltransferase 1
A_23_P69383	3.84856133039803e-05	2.46633409235911e-06	4.88599756031296	4.35027717635047	1.05503276800794	NM_031458	PARP9	poly(ADP-ribose) polymerase family member 9
A_24_P175188	4.03946581769094e-05	2.61638772050522e-06	4.87262016726109	4.29412659992585	1.11337649097857	NM_017654	SAMD9	sterile alpha motif domain containing 9
A_32_P107372	4.09532189660827e-05	2.65895162900752e-06	4.86896079815211	4.27878647081756	1.04183441656349	NM_002053	GBP1	guanylate binding protein 1
A_23_P41344	4.14531547141331e-05	2.70339285956702e-06	4.86520008830915	4.26303038920507	1.30260731044127	NM_001432	EREG	epiregulin
A_24_P652537	4.25263919170373e-05	2.78894197154488e-06	4.85812636661434	4.23341830738868	1.55285944919127	NR_037969	SRD5A3-AS1	SRD5A3 antisense RNA 1
A_32_P161292	4.35492709842553e-05	2.87539308643857e-06	4.8511884050979	4.20440550455839	1.44303639950952	NM_001012967	DDX60L	DEAD-box helicase 60-like
A_23_P104445	4.91227617850641e-05	3.35787862390808e-06	4.81582983392829	4.05702257657324	1.32762279539365	NM_152309	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1
A_23_P253145	5.48613238009218e-05	3.87332887657988e-06	4.7831223659051	3.92140435535551	1.33209283172857	NM_054114	TAGAP	T-cell activation RhoGTPase activating protein
A_23_P62890	5.57551288891383e-05	3.95034312022086e-06	4.778601173066	3.90271192168742	1.03215857719841	NM_002053	GBP1	guanylate binding protein 1
A_24_P35905	5.85386631412194e-05	4.22423259141116e-06	4.76318532718508	3.83907594591497	1.1457062249381	NM_014080	DUOX2	dual oxidase 2
A_23_P219072	6.03088977224085e-05	4.38018594803036e-06	4.75483406508529	3.80466654521022	1.09906352012698	NM_017654	SAMD9	sterile alpha motif domain containing 9
A_23_P89589	6.04965340625033e-05	4.40324665549888e-06	4.75362364021661	3.79968302856246	1.09035007610397	NM_002616	PER1	period circadian clock 1
A_24_P277657	6.27772950205049e-05	4.6188645154785e-06	4.74259380962453	3.75431524637024	1.54035070041428	NM_006877	GMPR	guanosine monophosphate reductase
A_23_P251002	6.35168183983149e-05	4.68844323288151e-06	4.7391406094416	3.740127831415	1.06632479220397			
A_24_P829107	6.42590747943315e-05	4.75539980969498e-06	-4.73586401003081	3.72667315055278	-1.07232818123889	NR_038410	TSPOAP1-AS1	TSPOAP1 antisense RNA 1
A_32_P75559	6.62070339329612e-05	4.95308804706315e-06	4.72644385195644	3.68803015350138	1.53251368499048			
A_23_P338479	6.6530435564641e-05	4.97935713833968e-06	4.72521953901715	3.68301207237865	1.19549747651428	NM_014143	CD274	CD274 molecule
A_24_P258473	7.71331417657274e-05	6.00685989977006e-06	4.68165639569823	3.50509797492436	1.18136805708333	NM_001034852	SMOC1	SPARC related modular calcium binding 1
A_24_P217520	7.72522939807703e-05	6.02031629581642e-06	4.68113511098933	3.50297655357106	1.29721444154921	NM_001432	EREG	epiregulin
A_23_P17053	8.63801656202782e-05	6.8663436606508e-06	4.6504325484216	3.37834490717304	1.23287454912143	NM_019618	IL36G	interleukin 36, gamma
A_23_P75786	9.95802448850895e-05	8.20752135314471e-06	4.60854838740379	3.20932853555425	1.37432290954365	NM_016582	SLC15A3	solute carrier family 15 member 3
A_23_P112026	0.000116295599665652	9.93700511690794e-06	4.56336679115696	3.02831510583412	1.59152111785952	NM_002164	IDO1	indoleamine 2,3-dioxygenase 1
A_23_P92334	0.00012556941888305	1.09095456702584e-05	4.54119118684732	2.93997200446777	1.0137851805746	NM_024943	TMEM156	transmembrane protein 156
A_23_P11644	0.000125855224738194	1.09422261692733e-05	4.54047956833176	2.93714253602471	1.12868297248571	NM_006945	SPRR2D	small proline rich protein 2D
A_23_P502520	0.000127768203275538	1.11502410734469e-05	4.53599747941313	2.91932912681667	1.73271241495238	NM_172374	IL4I1	interleukin 4 induced 1
A_23_P409438	0.0001360054925591	1.20834393083505e-05	4.51683312200971	2.84331596442365	1.93388760027698	NM_172138	IFNL2	interferon lambda 2
A_23_P34345	0.000138259889577009	1.23052897013373e-05	4.51248729015114	2.82611323564216	1.16869146909683	NM_001078	VCAM1	vascular cell adhesion molecule 1
A_23_P398566	0.000143620900909304	1.29347042699994e-05	4.50055639677091	2.77895117604388	1.04532960851825	NM_173200	NR4A3	nuclear receptor subfamily 4 group A member 3
A_23_P420873	0.000145422761754582	1.31496025505626e-05	4.49661062369123	2.76337500669124	1.16330588015635	NM_021724	NR1D1	nuclear receptor subfamily 1 group D member 1
A_24_P932981	0.000149725987698694	1.36479577772564e-05	4.48769410106258	2.7282154145563	1.47634181818095	NM_001300	KLF6	Kruppel like factor 6
A_24_P734406	0.000168642771569117	1.58757978071018e-05	4.45132166021735	2.58535203993913	1.0722027231127	AK023773		
A_23_P40415	0.00017752816978081	1.69965776563228e-05	-4.43484415293548	2.5209290251298	-1.12542383016349	NM_007038	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5
A_24_P71890	0.000199941747949717	1.97092295902035e-05	4.39892833659706	2.38115234194387	1.66397442211111	NM_053036	NPFFR2	neuropeptide FF receptor 2
A_24_P372134	0.000220408320589764	2.22216016611066e-05	4.36967580889626	2.26796446682338	1.1381604997754	NM_018295	TMEM140	transmembrane protein 140
A_23_P39465	0.000231919082427183	2.35894273052259e-05	4.35506026084477	2.21163382277958	1.63963153814207	NM_004335	BST2	bone marrow stromal cell antigen 2
A_32_P108156	0.000233426638096361	2.37874893477624e-05	4.35301170727539	2.20375021224941	1.05693406116349	NR_001458	MIR155HG	MIR155 host gene
A_32_P201897	0.000246086771906955	2.54474611171442e-05	-4.33645945179845	2.14015783986945	-1.14811504492778	NM_020066	FMN2	formin 2
A_23_P74012	0.000247555453998176	2.56147752008591e-05	4.33484902595447	2.1339808936621	1.11768074364206	NM_005987	SPRR1A	small proline rich protein 1A
A_24_P97914	0.000248239018846744	2.57087280253855e-05	4.33394913618291	2.13053006480901	1.05769040770397	BC062305	HIST1H3F	histone cluster 1, H3f
A_24_P295010	0.000255314227112248	2.65608962998241e-05	4.32592819142598	2.09979688500628	1.00845924855	NM_004155	SERPINB9	serpin family B member 9
A_23_P69012	0.000257673503298246	2.69107980960434e-05	4.32270609878846	2.08746369280988	1.15051089465238	NM_005201	CCR8	C-C motif chemokine receptor 8
A_24_P79529	0.000271613046525243	2.87477681076083e-05	4.30642324206408	2.02524874691623	1.35208104749286			
A_23_P135123	0.000313019907445714	3.42901301673976e-05	4.26273510596701	1.85923918048398	1.25412523242064			
A_24_P45446	0.000322206820323965	3.55897513826514e-05	4.25347596024418	1.82422793482513	1.01871703465079	NM_052941	GBP4	guanylate binding protein 4
A_24_P117410	0.000328523496446653	3.64821208983232e-05	4.24730409078711	1.80092407732569	1.25030748830556	NM_138433	KLHDC7B	kelch domain containing 7B
A_24_P945096	0.000338550156038639	3.78806236899815e-05	4.23791680167784	1.76553096259862	1.38541392165397	NM_021096	CACNA1I	calcium voltage-gated channel subunit alpha1 I
A_24_P214598	0.000339088270764274	3.79937055806916e-05	4.23717232952822	1.7627267280775	1.01569097004524	NM_152542	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K
A_24_P586264	0.00034883857166976	3.93581548726476e-05	4.22835310459715	1.72953682594177	1.01845624886667	Z69892	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K
A_23_P256487	0.000349346011854314	3.94589844680302e-05	4.22771305776471	1.72713024378829	1.02635527021111	NM_014143	CD274	CD274 molecule
A_23_P119478	0.000349401412861482	3.94979300097568e-05	4.22746625831364	1.72620235303724	1.41969333729603	NM_005755	EBI3	Epstein-Barr virus induced 3
A_23_P90888	0.000374663363430471	4.31546233980554e-05	4.20527334626428	1.6429403658567	1.32414940539444	NM_001039523	CHRNA1	cholinergic receptor nicotinic alpha 1 subunit
A_24_P77008	0.000389149057590527	4.52896835665278e-05	4.19313427400244	1.59754580703462	1.00753298370159	NM_000963	PTGS2	prostaglandin-endoperoxide synthase 2
A_23_P152002	0.000421631710727144	5.00430439712947e-05	4.16796563502557	1.50376126601927	1.17505000973651	NM_004049	BCL2A1	BCL2 related protein A1
A_23_P351148	0.000441162393265133	5.27600891312497e-05	4.15458841204838	1.45409867757325	1.05680254067778	NM_053282	SH2D1B	SH2 domain containing 1B
A_24_P45980	0.000447572688201889	5.38058662493617e-05	4.149614541928	1.4356660015363	1.16527006730952	NM_004405	DLX2	distal-less homeobox 2
A_23_P207564	0.000579209941891977	7.44174684440373e-05	4.06680174591648	1.13138675877893	1.07794506581905	NM_002984	CCL4	C-C motif chemokine ligand 4
A_23_P154379	0.000590995740115895	7.64846203723755e-05	4.05974990106134	1.10570536545374	1.1214116602127	NM_003960	NAT8	N-acetyltransferase 8 (putative)
A_23_P31177	0.000599825659062371	7.7907938690703e-05	4.05499938627978	1.08842532798275	1.33122083267936	NM_018295	TMEM140	transmembrane protein 140
A_23_P165624	0.000865656139269867	0.000122045448767863	3.93808268719866	0.668343117969824	1.70784885126111	NM_007115	TNFAIP6	TNF alpha induced protein 6
A_23_P121102	0.000967893926015225	0.000140323038077924	3.90121838203229	0.537979477293085	1.1948978707246	NM_003865	HESX1	HESX homeobox 1
A_23_P395582	0.000973076789080478	0.000141317198576349	3.89934675212592	0.531387744275068	1.00076424055714	NM_174900	ZFP42	ZFP42 zinc finger protein
A_23_P2492	0.00105701920259561	0.000156672350701249	3.871925820759	0.435112725373845	1.07538482940953	NM_001734	C1S	complement component 1, s subcomponent
A_24_P13024	0.00111447675578684	0.000167438666360232	-3.85418315279738	0.373117441473611	-1.02537918203254	NM_213606	SLC16A12	solute carrier family 16 member 12
A_24_P11061	0.00123260901704823	0.000188963917042727	3.82174291654196	0.260377191803829	1.27521384002937	NM_153478	CSAG1	chondrosarcoma associated gene 1
A_23_P331560	0.00128170328442411	0.000198408803563828	3.80860314705391	0.214937482445879	1.56856633131825	NM_000441	SLC26A4	solute carrier family 26 member 4
A_23_P157628	0.00137598510035957	0.000216522306932809	3.78498379563407	0.133585033834057	1.02504621411111	NM_004942	DEFB4A	defensin beta 4A
A_24_P532232	0.00141983076950395	0.000225192855387067	3.77433352123571	0.0970401562968908	1.15127351004285	NM_182898	CREB5	cAMP responsive element binding protein 5
A_23_P116942	0.00144778942837483	0.000230439930221884	3.76807555351956	0.0756069295605339	1.08503489142698	NM_002286	LAG3	lymphocyte activating 3
A_23_P121106	0.00153153500288617	0.000247348457048096	3.74878958623763	0.00974040125284859	1.13144844645714	NM_003865	HESX1	HESX homeobox 1
A_23_P358394	0.00155194572678629	0.00025185784645261	3.74385710859895	-0.00705988009118652	1.4019011920873	NM_015864	FAM65B	family with sequence similarity 65 member B
A_24_P567298	0.00162215379607707	0.0002657303112481	3.72919075574458	-0.0569048271151686	1.07279986294365			
A_23_P49097	0.00162715675165963	0.000266752831367908	3.72813858735525	-0.0604744156624211	1.03834429560476	NM_013278	IL17C	interleukin 17C
A_23_P60146	0.00163423477376903	0.000268371856384062	3.72648039728197	-0.0660982805467167	1.03411640454286	NM_006207	PDGFRL	platelet derived growth factor receptor like
A_32_P8221	0.00182964616729153	0.000309264265939509	3.68745989637661	-0.197832445842168	1.08766628462063	NM_000845	GRM8	glutamate metabotropic receptor 8
A_23_P4387	0.00190574619043134	0.000325380349569406	3.67340948443056	-0.244981333044543	1.30945603098254	NM_019016	KRT24	keratin 24
A_24_P712562	0.00200866597891853	0.000347462194313814	3.65518956320982	-0.305895848989715	1.02182203879921	NM_001085430	C17orf67	chromosome 17 open reading frame 67
A_23_P383764	0.00205779111598417	0.000357820914420674	3.64701632603171	-0.333138308365519	1.12675709162302	AF143328	OR52K3P	olfactory receptor family 52 subfamily K member 3 pseudogene
A_23_P152838	0.00293780211849115	0.000555000630985729	3.52324254010861	-0.739361471751621	1.50628264849206	NM_002985	CCL5	C-C motif chemokine ligand 5
A_23_P133445	0.00349535840602734	0.000683440833435974	3.4634069143018	-0.931445565117826	1.01177244360317	NM_006144	GZMA	granzyme A
A_23_P122493	0.00351965516344973	0.000689179367302862	3.46098757242872	-0.939152760850034	1.11244310270397	NM_007028	TRIM31	tripartite motif containing 31
A_23_P165042	0.00352879859488384	0.000691519954166279	3.4600062129577	-0.942277717459262	1.27583872193016	NR_026870	LOC100129935	lectin, galactoside binding soluble 14 pseudogene
A_32_P227059	0.00376778120761926	0.000750806808141924	3.4361336842933	-1.01806056575822	1.07485302814841			
A_23_P110204	0.00379422931980328	0.000757851959751147	3.43341534486238	-1.02666124209286	1.0497546151	NM_002994	CXCL5	C-X-C motif chemokine ligand 5
A_24_P162532	0.00450418621967799	0.000938284340519818	3.37081490313647	-1.22309951881196	1.14373103499683	BC041350	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K
A_23_P219161	0.00457491403282771	0.000956201349352135	3.36522882684475	-1.24047652960893	1.0795191465873	NM_006334	OLFM1	olfactomedin 1
A_32_P189781	0.00530821181626847	0.00114843506660482	3.31076959894534	-1.40857576015341	1.00563790194206	NR_026796	LINC00520	long intergenic non-protein coding RNA 520
A_24_P612890	0.00532707023986542	0.00115472257442126	3.30913623545473	-1.4135806347433	1.04293586912063			
A_32_P324533	0.00757990941894825	0.00177732057632681	3.17816972493806	-1.8078479617948	1.04462197813413	NM_053282	SH2D1B	SH2 domain containing 1B
